,call_number,names,nums,white_oaks,lat,lon,geometry
545,19-6618,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
546,19-6640,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
547,19-6659,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
548,19-6732,CUMMINGS_AVE,,1,42.729253,-73.187358,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
549,19-6736,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
550,19-6752,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
551,19-6755,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
552,19-6761,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
553,19-6775,LINDLEY_TER,,1,42.732197,-73.202274,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
554,19-6776,MAY_ST,,1,42.727274,-73.191734,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
555,19-6794,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
556,19-6796,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
557,19-6801,MAY_ST,1930,1,42.727274,-73.191734,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
558,19-6855,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
559,19-6858,HARRISON_AVE,,1,42.733033,-73.198153,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
560,19-6859,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
561,19-6866,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
562,19-6868,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
563,19-6872,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
564,19-6873,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
565,19-6878,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
566,19-6900,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
567,19-6902,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
568,19-6906,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
569,19-6934,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
570,19-6961,MAIN_ST_+_COLE_AVE,,0,-73.197286,42.7108078,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
571,19-6968,MAIN_ST_+_COLE_AVE,,0,-73.197286,42.7108078,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
572,19-6998,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
573,19-7016,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
574,19-8034,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
575,19-8036,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
576,19-8062,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
577,19-8077,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
578,19-8085,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
579,19-8086,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
580,19-8094,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
581,19-8117,COLE_AVE_+_NORTH_HOOSAC_RD,,0,-73.1887216,42.7197615,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
582,19-8118,MAIN_ST_+_LUCE_RD,,0,-73.1818739,42.7015838,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
583,19-8128,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
584,19-8134,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
585,19-6189,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
586,19-8200,MEACHAM_ST_+_WATER_ST,,0,-73.2007416,42.7059136,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
587,19-8203,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
588,19-8206,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
589,19-8223,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
590,19-8232,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
591,19-8233,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
592,19-8236,COLD_SPRING_RD_+_TACONIC_TRL,,0,-73.2307842,42.6863909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
593,19-9241,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
594,19-8267,SAND_SPRINGS_RD,233,1,42.73457884045695,-73.20380757847452,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
595,19-8274,NORTH_HOOSAC_RD_+_WHITE_OAKS_RD,,0,-73.19925,42.729178,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
596,19-8275,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
597,19-8283,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
598,19-8324,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
599,19-8343,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
600,19-8371,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
601,19-8384,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
602,19-8388,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
603,19-8403,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
604,19-8404,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
605,19-8425,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
606,19-8432,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
607,19-8451,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
608,19-8464,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
609,19-8493,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
610,19-8552,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
611,19-8585,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
612,19-8606,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
613,19-8637,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
614,19-8693,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
615,19-8695,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
616,19-8696,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
617,19-8728,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
618,19-8730,NORTH_HOOSAC_RD_+_PINE_COBBLE_RD,,0,-73.185406,42.714296,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
619,19-8758,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
620,19-8842,NEW_ASHFORD_RD_+_GREEN_RIVER_RD,,0,-73.2414815,42.6607252,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
621,19-8866,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
622,19-8875,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
623,19-8904,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
624,19-8978,MAIN_ST_+_COLE_AVE,,0,-73.197286,42.7108078,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
625,19-8987,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
626,19-8999,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
627,19-9008,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
628,19-9073,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
629,19-9082,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
630,19-9093,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
631,19-9102,COLD_SPRING_RD_+_TACONIC_TRL,,0,-73.2307842,42.6863909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
632,19-9123,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
633,19-9240,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
634,19-9246,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
635,19-9248,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
636,19-9268,MAIN_ST_+_COLE_AVE,,0,-73.197286,42.7108078,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
637,19-9321,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
638,19-9323,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
639,19-9327,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
640,19-9342,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
641,19-9350,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
642,19-9394,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
643,19-9401,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
644,19-9428,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
645,19-9433,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
646,19-9435,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
647,19-9478,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
648,19-9482,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
649,19-9486,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
650,19-9488,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
651,19-9494,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
652,19-9503,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
653,19-9541,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
654,19-9542,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
655,19-9546,MCLAIN_CT,,1,42.734711,-73.199967,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
656,19-9589,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
657,19-9625,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
658,19-9629,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
659,19-9639,WHITE_OAKS_RD,,1,42.736678,-73.193205,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
660,19-9048,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
661,19-9672,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
662,19-9674,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
663,19-9679,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
664,19-9684,CHURCH_ST_+_COLE_AVE,,0,-73.193561,42.71561,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
665,19-9692,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
666,19-5725,MEACHAM_ST_+_LATHAM_ST,,0,-73.2021924,42.7085054,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
667,19-9767,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
668,19-9786,NORTH_HEMLOCK_LN,,1,42.725781,-73.205993,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
669,19-9751,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
670,19-9808,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
671,19-9810,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
672,19-9812,SIMONDS RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
673,19-9813,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
674,19-9844,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
675,19-9887,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
676,19-9539,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
677,19-9924,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
678,19-9926,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
679,19-9956,JOHN_ST_+_COLE_AVE,,0,-73.192785,42.716285,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
680,19-9971,SAND_SPRINGS_RD,1913,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
681,19-9976,HALL_ST_+_COLE_AVE,,0,-73.192129,42.716863,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
682,19-9980,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
683,19-20011,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
684,19-10023,COLE_AVE_+_MAIN_ST,,0,-73.197286,42.7108078,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
685,19-10067,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
686,19-10074,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
687,19-10084,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
688,19-10149,WHITE_OAKS_RD,,1,42.736678,-73.193205,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
689,19-162590,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
690,19-1028,SIMONDS RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
691,19-10284,CUMMINGS_AVE,,1,42.729253,-73.187358,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
692,19-10290,SIMONDS_RD_+_SAND_SPRINGS_RD,,0,-73.2062723,42.7350599,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
693,19-10299,SAND_SPRINGS_RD,402,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
694,19-10309,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
695,19-10366,LINDLEY_TER,,1,42.732197,-73.202274,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
696,19-10418,TORREY_WOODS_RD_+_OBLONG_RD,,0,-73.243236,42.691939,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
697,19-10451,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
698,19-10536,COLE_AVE_+_MAIN_ST,,0,-73.197286,42.7108078,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
699,19-10561,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
700,19-10568,MAIN_ST_+_LUCE_RD,,0,-73.1818739,42.7015838,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
701,19-10569,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
702,19-10603,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
703,19-10603,CHARLES_ST,,1,42.729715,-73.195682,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
704,19-10611,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
705,19-10623,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
706,19-16638,WHITE_OAKS,,1,42.7309136,-73.1976067,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
707,19-10698,TACONIC_TRL_+_COLD_SPRING_RD,,0,-73.2307842,42.6863909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
708,19-10706,COLD_SPRING_RD_+_TACONIC_TRL,,0,-73.2307842,42.6863909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
709,19-10766,SIMONDS_RD,,1,42.7316056,-73.2050909,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
710,19-10844,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
711,19-10867,LINDLEY_TER,,1,42.732197,-73.202274,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
712,19-10869,MAY_ST,,1,42.727274,-73.191734,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
713,19-10874,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
714,19-10875,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
715,19-10974,PARK_ST_+_MAIN_ST,,0,-73.2060755,42.7128747,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
716,19-10566,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
717,19-11005,PINES_LODGE,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
718,19-11032,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
719,19-11056,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
720,19-11094,NORTH_HOOSAC_RD,,1,42.72888,-73.198052,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
721,19-11129,PINES_LODGE_PARK,,1,42.730794,-73.18713,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
722,19-111745,SAND_SPRINGS_RD,,1,42.734622,-73.203557,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
723,19-11162,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
724,19-11280,LATHAM_ST_+_SPRING_ST,,0,-73.2047324,42.7091491,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
725,19-13193,BRIDGES_RD,,1,42.731103,-73.198242,"MULTIPOINT (-73.19728600000001 42.7108078, -73.19719240000001 42.7107893)"
